ID,Page,Category,Crop,Issue_Type,Specific_Name,Pathogen/Pest/Nutrient_Type,Symptoms,Diagnostic_Steps,Recommendations,Image_Path,Source_Label,Nearby_Text
58,39,disease,pepper,disease,Gibberella ear rot,Fungus,"SYMPTOM
PHYS
Leaf spot
YES C
lead t
Strong sunlight can cause burnt patches 
on fruit (pepper)",SYMPTOM PHYS Leaf spot YES C lead t Strong sunlight can cause burnt patches on fruit (pepper). Strong on lea,,images/page39_image1.png,page39_image1,SYMPTOM PHYS Leaf spot YES C lead t Strong sunlight can cause burnt patches on fruit (pepper). Strong on lea
59,42,disease,Maize,disease,Nitrogen deficiency,,"SYMPTOM
BACT
Canker
YES C
Phil Taylor, CABI
Phil Ta","SYMPTOM BACT Canker YES C Phil Taylor, CABI Phil Ta",,images/page42_image1.png,page42_image1,"SYMPTOM BACT Canker YES C Phil Taylor, CABI Phil Ta"
60,42,disease,Maize,disease,Nitrogen deficiency,,"Phil Taylor, CABI
Phil Tay
Eric Boa, CABI
Phil Tay
Fungal cankers on ash and Jatropha (top); a bacterial canker on ash (bottom
the damage has healed (bottom right) | Notice how the dead plant material is
of the canker",,,images/page42_image1.png,page42_image1,"Phil Taylor, CABI Phil Tay Eric Boa, CABI Phil Tay Fungal cankers on ash and Jatropha (top); a bacterial canker on ash (bottom the damage has healed (bottom right). Notice how the dead plant material "
61,43,disease,Maize,disease,Herbicide injury,,"VIRUS YES Very common. Scot Nelson, University of Hawaii",,,images/page43_image1.png,page43_image1,"VIRUS YES Very common. Scot Nelson, University of Hawaii"
62,51,disease,tobacco,disease,Unknown issue,Unknown,"org
Howard
If the downy mildew just causes a leaf spot there is little distortion o",SYMPTOM WATE Distortion of leaves YES N shape Leaf distortion by blue mould on tobacco caused by Peronospora tabacina. Plasm R.J. Reynolds Tobacco Com,,images/page51_image2.png,page51_image2,"SYMPTOM WATE Distortion of leaves YES N shape Leaf distortion by blue mould on tobacco caused by Peronospora tabacina. Plasm R.J. Reynolds Tobacco Company Slide Set, Bugwood.org Howard If the downy"
63,52,disease,tomato,disease,Unknown issue,Unknown,"SYMPTOM VIRUS Distortion of leaves YES V Leaf distortion in tomato. Contrast the infected leaf (left) to the healthy leaf (right). The infected one is smaller, twisted and blistered (rugose). The le",SYMPTOM VIRUS Distortion of leaves YES V Leaf distortion in tomato. Contrast the infected leaf (left) to the healthy leaf (right). The infected one is,,images/page52_image1.png,page52_image1,"SYMPTOM VIRUS Distortion of leaves YES V Leaf distortion in tomato. Contrast the infected leaf (left) to the healthy leaf (right). The infected one is smaller, twisted and blistered (rugose). The le"
64,52,disease,lettuce,disease,Unknown issue,Unknown,"VIRUS YES Very common. the The lettuce has severe leaf distortion; in this case the leaf veins are unusually large, distorting the whole appearance of the leaf. od org Gerald Holmes, California Pol",,,images/page52_image2.png,page52_image2,"VIRUS YES Very common. the The lettuce has severe leaf distortion; in this case the leaf veins are unusually large, distorting the whole appearance of the leaf. od org Gerald Holmes, California Pol"
65,55,disease,potato,disease,Unknown issue,Unknown,"SYMPTOM VIRUS Little leaf YES N Potato leaf roll virus: the potato leaves are rolled and severely reduced in size on the infected plant on the right. Eugene E. Nelson, Bugwood.org Ground the ste Kalu",SYMPTOM VIRUS Little leaf YES N Potato leaf roll virus: the potato leaves are rolled and severely reduced in size on the infected plant on the right. ,,images/page55_image1.png,page55_image1,"SYMPTOM VIRUS Little leaf YES N Potato leaf roll virus: the potato leaves are rolled and severely reduced in size on the infected plant on the right. Eugene E. Nelson, Bugwood.org Ground the ste Kalu"
66,55,disease,Unknown,disease,Unknown issue,Unknown,"VIRUS YES Not common. ely Groundnut rosette virus. The ground nut plant is small partially due to the stem length but also because of the severe reduction in leaf size. Kalule Okello David, MoA Uga",,,images/page55_image2.png,page55_image2,"VIRUS YES Not common. ely Groundnut rosette virus. The ground nut plant is small partially due to the stem length but also because of the severe reduction in leaf size. Kalule Okello David, MoA Uga"
67,57,disease,Unknown,disease,Unknown issue,Unknown,"SYMPTOM BACT Galls YES C grasse Crown gall disease on Jamaican sorrel (left) and sugarbeet (right). The bac unstructured and disorganised manner. Phil Taylor, CABI and Oliver T. Neher, University of ",SYMPTOM BACT Galls YES C grasse Crown gall disease on Jamaican sorrel (left) and sugarbeet (right). The bac unstructured and disorganised manner. Phil,,images/page57_image1.png,page57_image1,"SYMPTOM BACT Galls YES C grasse Crown gall disease on Jamaican sorrel (left) and sugarbeet (right). The bac unstructured and disorganised manner. Phil Taylor, CABI and Oliver T. Neher, University of "
68,60,disease,Unknown,disease,Unknown issue,Unknown,"SYMPTOM
FUNG
Drying/necrosis/blight
YES V
Sclero
rotting
Gerald 
Obispo
SYMPTOM
WATE
Drying/necrosis/blight
YES V",SYMPTOM FUNG Drying/necrosis/blight YES V Sclero rotting Gerald Obispo SYMPTOM WATE Drying/necrosis/blight YES V,,images/page60_image1.png,page60_image1,SYMPTOM FUNG Drying/necrosis/blight YES V Sclero rotting Gerald Obispo SYMPTOM WATE Drying/necrosis/blight YES V
69,60,disease,Unknown,disease,Unknown issue,Unknown,"SYMPTOM
WATE
Drying/necrosis/blight
YES V
Taro le
spots 
been k
Scot Ne
The major water moulds that cause this symptom are species of Phy
and only relatively few cause foliar symptoms of rotting and drying",SYMPTOM WATE Drying/necrosis/blight YES V Taro le spots been k Scot Ne The major water moulds that cause this symptom are species of Phy and only rela,,images/page60_image2.png,page60_image2,SYMPTOM WATE Drying/necrosis/blight YES V Taro le spots been k Scot Ne The major water moulds that cause this symptom are species of Phy and only relatively few cause foliar symptoms of rotting and d
70,61,disease,Unknown,disease,Unknown issue,Unknown,"SYMPTOM
BACT
Drying/necrosis/blight
YES V
Xantho
and ne
Howar
SYMPTOM
VIRUS
Drying/necrosis/blight
(NO) a",SYMPTOM BACT Drying/necrosis/blight YES V Xantho and ne Howar SYMPTOM VIRUS Drying/necrosis/blight (NO) a,,images/page61_image1.png,page61_image1,SYMPTOM BACT Drying/necrosis/blight YES V Xantho and ne Howar SYMPTOM VIRUS Drying/necrosis/blight (NO) a
71,61,disease,Unknown,disease,Unknown issue,Unknown,"SYMPTOM
VIRU
Drying/necrosis/blight
(NO) a
necros
Joseph Mulema, CABI
Noah P
Viruses very rarely cause necrosis and drying of the plant","SYMPTOM VIRU Drying/necrosis/blight (NO) a necros Joseph Mulema, CABI Noah P Viruses very rarely cause necrosis and drying of the plant. The majo Cass",,images/page61_image2.png,page61_image2,"SYMPTOM VIRU Drying/necrosis/blight (NO) a necros Joseph Mulema, CABI Noah P Viruses very rarely cause necrosis and drying of the plant. The majo Cassava brown streak virus (right)."
72,61,disease,Unknown,disease,Unknown issue,Unknown,"VIRUS (NO) although there are exceptions such as Maize lethal necrosis and Cassava brown streak. Noah Phiri, CABI lant. The major exceptions are Maize lethal necrosis (left) and",,,images/page61_image3.png,page61_image3,"VIRUS (NO) although there are exceptions such as Maize lethal necrosis and Cassava brown streak. Noah Phiri, CABI lant. The major exceptions are Maize lethal necrosis (left) and"
73,62,disease,Unknown,disease,Unknown issue,Unknown,"SYMPTOM
NEMA
Drying/necrosis/blight
YES M
roots b
The cu
the ou
nemat
John B
SYMPTOM
INSEC
Drying/necrosis/blight
YES C",SYMPTOM NEMA Drying/necrosis/blight YES M roots b The cu the ou nemat John B SYMPTOM INSEC Drying/necrosis/blight YES C,,images/page62_image1.png,page62_image1,SYMPTOM NEMA Drying/necrosis/blight YES M roots b The cu the ou nemat John B SYMPTOM INSEC Drying/necrosis/blight YES C
74,93,disease,Unknown,disease,Unknown issue,Unknown,"Woody parts of plants cannot wilt, only the 
attached leaves | e 
Squash plants wilting due to shortage of water",,,images/page93_image2.png,page93_image2,"Leaves and young stems droop down due to lack of water reaching them. Woody parts of plants cannot wilt, only the attached leaves. e Squash plants wilting due to shortage of water. The leaves are "
75,99,disease,Unknown,disease,Unknown issue,Unknown,"LEAF SPOT
A disc
the re
funga
Leaf spots on cassava clearly seen contrasting against the green 
leaf",,,images/page99_image1.png,page99_image1,"LEAF SPOT A disc the re funga Leaf spots on cassava clearly seen contrasting against the green leaf. These surrou Robert Reeder, CABI Scot Ne"
76,99,disease,Unknown,disease,Unknown issue,Unknown,"a 
ions 
Circular leafspots with a clearly defined border | Scot Nelson, University of Hawaii
he leaf 
pening 
These leaf spots have no yellowing around them; pale material is 
in the centre of the leaf spot and brown dead material is around 
the outside, directly against the green healthy material",,,images/page99_image6.png,page99_image6,"a ions Circular leafspots with a clearly defined border. Notice how they reach a maximum size. Scot Nelson, University of Hawaii he leaf pening These leaf spots have no yellowing around them; pa"
77,101,disease,Unknown,disease,Unknown issue,Unknown,"The brown regions are due to the healing 
reactions of the leaf and are not a rot",,,images/page101_image1.png,page101_image1,CHEWED where many mealy for fra diagn The damage caused has not made holes through the leaf but has just eroded the surface. The brown regions are due to the healing reactions of the leaf and are n
78,101,disease,Unknown,disease,Unknown issue,Unknown,"The brown regions are due to the healing 
reactions of the leaf and are not a rot",,,images/page101_image3.png,page101_image3,"just eroded the surface. The brown regions are due to the healing reactions of the leaf and are not a rot. the ve not co size bu Phil Taylor, CABI Phil Tay This banana leaf was attacked by two boring"
79,109,disease,Unknown,disease,Unknown issue,Unknown,"CANKERS (STEM LESIONS)
An op
This cherry tree has a classic canker in the side | Notice how the 
edges of the canker are bulging",,,images/page109_image1.png,page109_image1,"CANKERS (STEM LESIONS) An op This cherry tree has a classic canker in the side. Notice how the edges of the canker are bulging. This is bluebe beginn Phil Taylor, CABI Gerald"
80,109,disease,blueberry,disease,Unknown issue,Unknown,"w the 
This is a very early canker that is just beginning to form on 
blueberry",,,images/page109_image2.png,page109_image2,An open wound in woody or semi-woody stems. w the This is a very early canker that is just beginning to form on blueberry. The stem has split and the characteristic shape is beginning to form. Ger
81,109,disease,Unknown,disease,Unknown issue,Unknown,"This cherry tree has a classic canker in the side | Notice how the 
edges of the canker are bulging | This is
bluebe
beginn
Phil Taylor, CABI
Gerald
An old and mostly dead canker on beech; the swollen edges of 
the canker remain although the canker does not appear active",,,images/page109_image3.png,page109_image3,"This cherry tree has a classic canker in the side. Notice how the edges of the canker are bulging. This is bluebe beginn Phil Taylor, CABI Gerald An old and mostly dead canker on beech; the swollen "
82,109,disease,blueberry,disease,Unknown issue,Unknown,"w the 
This is a very early canker that is just beginning to form on 
blueberry | Young canker developing on walnut | Alternatively the plant will 
seal it off so that it will become a canker",,,images/page109_image4.png,page109_image4,"w the This is a very early canker that is just beginning to form on blueberry. The stem has split and the characteristic shape is beginning to form. Gerald Holmes, Valent USA Corporation, Bugwood."
83,112,disease,Unknown,disease,Unknown issue,Unknown,"The tissue has to become soft and slimy (in addition to 
brown) to be considered a true rot | e 
Fruit is especially prone to rotting as it is often sweet and soft | These bananas are rotting from one end and it is spreading down 
the length of the banana",,,images/page112_image2.png,page112_image2,The tissue has to become soft and slimy (in addition to brown) to be considered a true rot. e Fruit is especially prone to rotting as it is often sweet and soft. These bananas are rotting from one 
84,112,disease,Unknown,disease,Unknown issue,Unknown,"Fruit is especially prone to rotting as it is often sweet and soft | These bananas are rotting from one end and it is spreading down 
the length of the banana | Scot Nelson, University of Hawaii
red 
Classic rot on cacao; the rot is spreading up from the base of the 
pod (surface growth is also visible on the outside of the fruit in 
the blackened area)",,,images/page112_image4.png,page112_image4,"Fruit is especially prone to rotting as it is often sweet and soft. These bananas are rotting from one end and it is spreading down the length of the banana. Scot Nelson, University of Hawaii red "
85,113,disease,Unknown,disease,Unknown issue,Unknown,"Depending on whether the 
material had softened this could also be considered as rot",,,images/page113_image4.png,page113_image4,"Internal staining within a banana stem cut crossways. Eric Boa, CABI the Internal staining within a radish. Depending on whether the material had softened this could also be considered as rot. Eri"
86,113,disease,Unknown,disease,Unknown issue,Unknown,"Depending on whether the 
material had softened this could also be considered as rot",taining is a common symptom in field-grown tomat,,images/page113_image6.png,page113_image6,"the Internal staining within a radish. Depending on whether the material had softened this could also be considered as rot. Eric Boa, CABI Internal staining is a common symptom in field-grown tomat"
87,114,disease,Unknown,disease,Unknown issue,Unknown,"The whole plant is 
wilting but there are some areas where the material has dried | The condition is similar to rot but the 
material has not become soft and slimy but has remained hard 
and dry",,,images/page114_image4.png,page114_image4,"Some branches on this coffee have dried. The whole plant is wilting but there are some areas where the material has dried. Robert Reeder, CABI urned This walnut fruit is drying. The condition is s"
88,114,disease,Unknown,disease,Unknown issue,Unknown,"The condition is similar to rot but the 
material has not become soft and slimy but has remained hard 
and dry",,,images/page114_image6.png,page114_image6,"turned This walnut fruit is drying. The condition is similar to rot but the material has not become soft and slimy but has remained hard and dry. Andrej Kunca, National Forest Centre – Slovakia Dry"
89,23,deficiency,Wheat,deficiency,nitrogen deficiency,nitrogen,g p y Nitrogen Phos,,,images/page23_image1.png,page23_image1,g p y Nitrogen Phos
90,23,deficiency,Wheat,deficiency,nitrogen deficiency,nitrogen,y p Potassium Mang,,,images/page23_image1.png,page23_image1,y p Potassium Mang
91,23,deficiency,Wheat,deficiency,iron deficiency,iron,fferent crops. Compare the photographs for each m eddening and each of those of potassium shortage,,,images/page23_image1.png,page23_image1,fferent crops. Compare the photographs for each m eddening and each of those of potassium shortage
92,23,deficiency,Wheat,deficiency,iron deficiency,iron,"the pictures of iron deficiency a
s yellowing and turning brown at the edges",,,images/page23_image1.png,page23_image1,"pot the pattern, e.g. the pictures of iron deficiency a s yellowing and turning brown at the edges. While f"
93,23,deficiency,Wheat,deficiency,iron deficiency,iron,on deficiency all appear very different but in each c edges. While field symptoms may be sufficient to, edges. While field symptoms may be sufficient to,,images/page23_image1.png,page23_image1,on deficiency all appear very different but in each c edges. While field symptoms may be sufficient to
94,23,deficiency,Wheat,deficiency,iron deficiency,iron,Magnesium Iron,,,images/page23_image1.png,page23_image1,Magnesium Iron
95,23,deficiency,Wheat,deficiency,iron deficiency,iron,Iron Sulph,,,images/page23_image1.png,page23_image1,Iron Sulph
96,23,deficiency,Wheat,deficiency,nitrogen deficiency,nitrogen,Sulphur Zinc,,,images/page23_image1.png,page23_image1,Sulphur Zinc
97,23,deficiency,Wheat,deficiency,nitrogen deficiency,nitrogen,Zinc,,,images/page23_image1.png,page23_image1,Zinc
98,44,deficiency,Maize,deficiency,iron deficiency,iron,"SYMPTOM
NUTR
Mosaic
YES C
produ
Zinc-deficient maize plant with bands or 
streaks of yellow and green",SYMPTOM NUTR Mosaic YES C produ Zinc-deficient maize plant with bands or streaks of yellow and green. Dr Prakash Kumar Iron-d in mor Dr Prak Th t iti ,,images/page44_image1.png,page44_image1,SYMPTOM NUTR Mosaic YES C produ Zinc-deficient maize plant with bands or streaks of yellow and green. Dr Prakash Kumar Iron-d in mor Dr Prak Th t iti l di d f l t th t
99,44,deficiency,Maize,deficiency,iron deficiency,iron,NUTRIENT DEFICIENCIES YES Common. The mottling caused by deficien produce a mosaic type of symptom. s or Iron-deficient pearl millet with faded veins in more advanced stage. Dr Prakash Kumar and Dr,ce a mosaic type of symptom. s or Iron-deficient pearl millet with faded veins in more advanced stage. Dr Prakash Kumar and Dr,,images/page44_image1.png,page44_image1,NUTRIENT DEFICIENCIES YES Common. The mottling caused by deficien produce a mosaic type of symptom. s or Iron-deficient pearl millet with faded veins in more advanced stage. Dr Prakash Kumar and Dr
100,47,deficiency,Sorghum,deficiency,nitrogen deficiency,nitrogen,"Yellowing of leaves
YES V
can g
but a 
Nitrogen-deficient pale green lentil leaflet",,,images/page47_image1.png,page47_image1,Yellowing of leaves YES V can g but a Nitrogen-deficient pale green lentil leaflet. Nitrog Dr Prakash Kumar Dr Prak
101,47,deficiency,Sorghum,deficiency,nitrogen deficiency,nitrogen,"Depending on the pattern, yellowing 
can give an indication of which mineral may be deficient 
but a definitive field diagnosis is difficult | Nitrogen-deficient maize: lower leaves are yellow", a definitive field diagnosis is difficult. Nitrogen-deficient maize: lower leaves ar,,images/page47_image1.png,page47_image1,"YES Very common. Depending on the pattern, yellowing can give an indication of which mineral may be deficient but a definitive field diagnosis is difficult. Nitrogen-deficient maize: lower leaves ar"
102,47,deficiency,wheat,deficiency,nitrogen deficiency,nitrogen,"Nitrog
Dr Prakash Kumar
Dr Prak
Nitrogen-deficient wheat: yellowing of older leaves | Nitrog
Dr Prakash Kumar and Dr Manoj Kumar Sharma
Dr Prak
Older leaves of nitrogen-deficient plants are yellow",,,images/page47_image1.png,page47_image1,Nitrogen-deficient pale green lentil leaflet. Nitrog Dr Prakash Kumar Dr Prak Nitrogen-deficient wheat: yellowing of older leaves. Nitrog Dr Prakash Kumar and Dr Manoj Kumar Sharma Dr Prak Older leav
103,47,deficiency,bean,deficiency,nitrogen deficiency,nitrogen,"Nitrogen-deficient maize: lower leaves are yellow | Dr Prakash Kumar
Nitrogen-deficient cluster bean: general yellowing",,,images/page47_image1.png,page47_image1,Nitrogen-deficient maize: lower leaves are yellow. Dr Prakash Kumar Nitrogen-deficient cluster bean: general yellowing. Dr Prakash Kumar
104,48,deficiency,wheat,deficiency,iron deficiency,iron,"Yellowing of leaves
Miner
yellow
leaf ve
defici
Iron deficiency in wheat: severe yellowing between veins",,,images/page48_image1.png,page48_image1,Yellowing of leaves Miner yellow leaf ve defici Iron deficiency in wheat: severe yellowing between veins. Green sweet Dr Prakash Kumar and Dr Manoj Kumar Sharma Dr Prak
105,48,deficiency,potato,deficiency,iron deficiency,iron,"Mineral deficiency commonly causes leaves to turn 
yellow | Green veins contrast sharply against the yellowed iron-deficient 
sweet potato leaf",,,images/page48_image2.png,page48_image2,Mineral deficiency commonly causes leaves to turn yellow. The position of those leaves and the colour of the leaf veins can give an indication as to which mineral is deficient. Green veins contrast
106,48,deficiency,wheat,deficiency,iron deficiency,iron,Iron deficiency in wheat: severe yellowing between veins,,,images/page48_image3.png,page48_image3,Iron deficiency in wheat: severe yellowing between veins. Green sweet Dr Prakash Kumar and Dr Manoj Kumar Sharma Dr Prak Severely iron-deficient green gram: white leaf lamina while veins remain gre
107,48,deficiency,potato,deficiency,iron deficiency,iron,"Green veins contrast sharply against the yellowed iron-deficient 
sweet potato leaf | Dr Prakash Kumar and Dr Manoj Kumar Sharma
veins 
Iron-deficient lentil plant: upper leaflets are yellow",,,images/page48_image4.png,page48_image4,Green veins contrast sharply against the yellowed iron-deficient sweet potato leaf. Dr Prakash Kumar and Dr Manoj Kumar Sharma veins Iron-deficient lentil plant: upper leaflets are yellow. Dr Prakas
108,49,deficiency,Unknown,deficiency,nitrogen deficiency,nitrogen,"Yellowing of leaves
Sulph
becau
other 
the tip
Sulphur deficiency in pea: yellowing of upper leaves",,,images/page49_image1.png,page49_image1,Yellowing of leaves Sulph becau other the tip Sulphur deficiency in pea: yellowing of upper leaves. Dr Manoj Kumar Sharma Sulph Dr Prak
109,49,deficiency,Unknown,deficiency,nitrogen deficiency,nitrogen,Sulphur deficiency is shown in the upper leaves first because this element is less mobile within the plant than other nutrients and the plant is unable to remobilize it to the tip of the plant. Sul,,,images/page49_image2.png,page49_image2,Sulphur deficiency is shown in the upper leaves first because this element is less mobile within the plant than other nutrients and the plant is unable to remobilize it to the tip of the plant. Sul
110,49,deficiency,sugarcane,deficiency,nitrogen deficiency,nitrogen,lphur deficiency in pea: yellowing of upper leaves,,,images/page49_image3.png,page49_image3,lphur deficiency in pea: yellowing of upper leaves. Manoj Kumar Sharma lphur-deficient sugarcane plant. Manoj Kumar Sharma mptoms of sulphur deficiency are similar to those of nitro
111,49,deficiency,potato,deficiency,nitrogen deficiency,nitrogen,"Dr Prakash Kumar
Sulphur deficiency in potato: the pale yellow sulphur-deficient plant 
(left) compared with dark green normal plant (right) | Dr Prakash Kumar
nitrogen deficiency but the younger leaves are the first to turn yellow",,,images/page49_image4.png,page49_image4,Sulphur deficiency in ground nut: uniformly pale young leaves. Dr Prakash Kumar Sulphur deficiency in potato: the pale yellow sulphur-deficient plant (left) compared with dark green normal plant (ri
112,15,table,General,diagnostic_steps,General diagnosis process,,"• This symptom is not caused by a nematode, virus or phytoplasma, as these organisms do not cause leaf spots. | • This symptom could be caused by a bacterial pathogen but you would expect the spots to have a water-soaked | • This symptom could be caused by a water mould but the leaf spots are not spreading aggressively (they are","• This symptom is not caused by insect or mite damage; there is no evidence of chewing, no webbing seen and • This symptom is not caused by a nematode, virus","• This symptom is not caused by insect or mite damage; there is no evidence of chewing, no webbing seen and | • This symptom is not caused by a nematode, virus or phytoplasma, as these organisms do not cause leaf spots. | • This symptom is not caused by a mammal or parasitic plants or weeds, as there is no evidence of it having",images/page15_image1.png,page15_table1,"• This symptom is not caused by insect or mite damage; there is no evidence of chewing, no webbing seen and • This symptom is not caused by a nematode, virus or phytoplasma, as these organisms do not "
113,16,table,Unknown,diagnostic_steps,Unknown issue,Unknown,"• What parts are affected? • Describe symptoms using the correct terminology. • Observe changes in shape, colour and growth. • Look for visible signs of insects, fungi or other pests. • Where are the ","• Look for visible signs of insects, fungi or other pests.","• Distribution: random, edge of the plot only, in patches, pattern caused by use | • Obtain information on the varieties used, recent history of chemical inputs used, etc.",,page16_table1,"• What parts are affected? • Describe symptoms using the correct terminology. • Observe changes in shape, colour and growth. • Look for visible signs of insects, fungi or other pests. • Where are the "
114,32,table,Rice,diagnostic_steps,Leaf blast,Fungus,Leaves are exposed to a great range of potentially damaging agents. Once a leaf is damaged a ,,,images/page32_image1.png,page32_image1,Leaves are exposed to a great range of potentially damaging agents. Once a leaf is damaged a 
115,66,table,Unknown,diagnostic_steps,Unknown issue,Unknown,2. Look for foliar symptoms as well as symptoms on the end of the fruit or tip of the plant. ,2. Look for foliar symptoms as well as symptoms on the end of the fruit or tip of the plant.,,,Diagnostic-Field-Guide_pg66_table_1_rows1cols2,2. Look for foliar symptoms as well as symptoms on the end of the fruit or tip of the plant. 
116,71,table,Unknown,diagnostic_steps,Unknown issue,Unknown,1. The border between the yellow and green may be sharper in the case of viral infections and the leaf patterns,,,,Diagnostic-Field-Guide_pg71_table_1_rows1cols2,1. The border between the yellow and green may be sharper in the case of viral infections and the leaf patterns 
117,74,table,Unknown,diagnostic_steps,Unknown issue,Unknown,1. Economic 2. Effective 3. Safe 4. Practical 5. Locally available ,,,,page74_table1,1. Economic 2. Effective 3. Safe 4. Practical 5. Locally available 
118,81,table,Unknown,diagnostic_steps,Unknown issue,Unknown,"• Carefully examine the specimen and gather as much information as you can from the • Cut the specimen open (where appropriate) and look for internal symptoms, use a • Are the symptoms symmetrical on ","• Carefully examine the specimen and gather as much information as you can from the | • Cut the specimen open (where appropriate) and look for internal symptoms, use a","• Cut the specimen open (where appropriate) and look for internal symptoms, use a | • Remember the Big 5 features of a recommendation for managing a plant health problem. | • Assess the severity of the problem and use your experience to judge whether management",,page81_table1,"• Carefully examine the specimen and gather as much information as you can from the • Cut the specimen open (where appropriate) and look for internal symptoms, use a • Are the symptoms symmetrical on "
119,83,table,Unknown,diagnostic_steps,Unknown issue,Unknown,Flutriafol1 Prothioconazole | Chlorothalonil Zineb | Fenarimol1 Thiram Kresoxim-methyl1 Boscalid1 Chlorothalonil,,,,Diagnostic-Field-Guide_pg83_table_1_rows39cols2,Metalaxyl-M* Mancozeb Thiram Fosetyl-Al Carboxin1 Fludioxonil1 Thiram Silthiofam Prochloraz Hymexazole* Fludioxinil1 Carboxin1 Flutriafol1 Prothioconazole Prochloraz Triadimenol Metalaxyl* Dimethomorp
120,84,table,Unknown,diagnostic_steps,Unknown issue,Unknown,Fenitrothion Acephate Chlorpyrifos | Chlorpyrifos Fenitrothion | Chlorpyrifos Malathion Fenitrothion,,,,Diagnostic-Field-Guide_pg84_table_1_rows39cols2,Cypermethrin Deltamethrin lambda-Cyhalothrin tau-Fluvalinate alpha-Cypermethrin Bifenthrin Fenvalerate Permethrin Acetamiprid Imidacloprid Dimethoate Chlorpyrifos Malathion Pirimicarb Pymetrozine Fatt
